Transaction_ID,Date,Vendor_ID,Vendor_Country,Commodity,Volume_MT,Market_Spot_Price,Unit_Price_USD,Total_Value_USD,Payment_Method,Flag_Sanction,Price_Variance_Pct,Flag_Price_Anomaly,Flag_Smurfing,Suspicious_Score
TRX_007540,2023-01-01 00:00:00,VND_0101,Sanctioned_Proxy_Alpha,Gold_Bullion,313.95,1839.7,1825.24,573038.99,Letter_of_Credit,TRUE,0.00785997717019081,FALSE,FALSE,1
TRX_002501,2023-01-01 00:00:00,VND_0249,United States,Copper_Cathode,1361.59,3.77,3.81,5184.34,Open_Account,FALSE,0.0106100795755968,FALSE,TRUE,1
TRX_000695,2023-01-01 00:00:00,VND_0247,Sanctioned_Proxy_Alpha,Copper_Cathode,338.42,3.77,3.78,1280.33,Letter_of_Credit,TRUE,0.00265251989389915,FALSE,TRUE,2
TRX_009723,2023-01-01 00:00:00,VND_0197,Sanctioned_Proxy_Beta,Aluminum_Ingot,1168.56,2325.25,2344.81,2740060.3,Wire,TRUE,0.00841199870981613,FALSE,FALSE,1
TRX_006786,2023-01-01 00:00:00,VND_0027,United States,Aluminum_Ingot,377.36,2325.25,2307.71,870839.94,Wire,FALSE,0.00754327491667561,FALSE,FALSE,0
TRX_009837,2023-01-01 00:00:00,VND_0052,United Arab Emirates,Gold_Bullion,1765.89,1839.7,1868.62,3299780.43,Open_Account,FALSE,0.0157199543403815,FALSE,FALSE,0
TRX_011841,2023-01-01 00:00:00,VND_0110,Germany,Copper_Cathode,471.93,3.77,3.73,1760.37,Wire,FALSE,0.0106100795755968,FALSE,TRUE,1
TRX_015006,2023-01-01 00:00:00,VND_0024,Switzerland,Copper_Cathode,2618.11,3.77,3.77,9859.82,Wire,FALSE,0,FALSE,TRUE,1
TRX_011240,2023-01-01 00:00:00,VND_0067,United Arab Emirates,Silver_Ingot,1718.78,24.06,24.42,41978.34,Open_Account,FALSE,0.0149625935162096,FALSE,FALSE,0
TRX_012482,2023-01-01 00:00:00,VND_0274,Japan,Aluminum_Ingot,435.46,2325.25,2284.81,994953.75,Wire,FALSE,0.0173916783141598,FALSE,FALSE,0
TRX_000073,2023-01-01 00:00:00,VND_0074,Sanctioned_Proxy_Alpha,Silver_Ingot,268.65,24.06,24.08,6468.5,Letter_of_Credit,TRUE,0.000831255195344953,FALSE,TRUE,2
TRX_009658,2023-01-01 00:00:00,VND_0101,Sanctioned_Proxy_Alpha,Gold_Bullion,389.91,1839.7,1862.35,726151.03,Letter_of_Credit,TRUE,0.0123117899657552,FALSE,FALSE,1
TRX_012948,2023-01-01 00:00:00,VND_0066,Germany,Copper_Cathode,185.12,3.77,3.74,691.59,Letter_of_Credit,FALSE,0.00795755968169756,FALSE,TRUE,1
TRX_009396,2023-01-01 00:00:00,VND_0284,Sanctioned_Proxy_Alpha,Gold_Bullion,81.54,1839.7,1828.05,149056.46,Open_Account,TRUE,0.00633255422079692,FALSE,FALSE,1
TRX_008760,2023-01-01 00:00:00,VND_0204,United States,Aluminum_Ingot,323.36,2325.25,2314.07,748270.67,Letter_of_Credit,FALSE,0.00480808515213411,FALSE,FALSE,0
TRX_006330,2023-01-01 00:00:00,VND_0178,Singapore,Aluminum_Ingot,226.21,2325.25,2335.53,528313.33,Letter_of_Credit,FALSE,0.00442102999677463,FALSE,FALSE,0
TRX_014505,2023-01-01 00:00:00,VND_0041,Sanctioned_Proxy_Beta,Gold_Bullion,464.1,1839.7,1858.77,862661.91,Open_Account,TRUE,0.0103658205142142,FALSE,FALSE,1
TRX_006167,2023-01-01 00:00:00,VND_0012,United States,Aluminum_Ingot,418,2325.25,2308.82,965087.8,Open_Account,FALSE,0.007065906891732,FALSE,FALSE,0
TRX_013594,2023-01-01 00:00:00,VND_0285,Sanctioned_Proxy_Alpha,Copper_Cathode,407.76,3.77,3.7,1509.68,Wire,TRUE,0.0185676392572944,FALSE,TRUE,2
TRX_000301,2023-01-01 00:00:00,VND_0135,Singapore,Aluminum_Ingot,611.97,2325.25,2339.91,1431953.54,Open_Account,FALSE,0.00630469841952472,FALSE,FALSE,0
TRX_005060,2023-01-02 00:00:00,VND_0102,Sanctioned_Proxy_Alpha,Gold_Bullion,446.67,1839.7,1866.32,833619.1,Letter_of_Credit,TRUE,0.0144697505027993,FALSE,FALSE,1
TRX_012349,2023-01-02 00:00:00,VND_0129,Canada,Aluminum_Ingot,1203.35,2325.25,2312.54,2782787.84,Letter_of_Credit,FALSE,0.00546607891624558,FALSE,FALSE,0
TRX_011065,2023-01-02 00:00:00,VND_0232,United Arab Emirates,Gold_Bullion,352.69,1839.7,1844.83,650645.63,Open_Account,FALSE,0.00278849812469418,FALSE,FALSE,0
TRX_008812,2023-01-02 00:00:00,VND_0019,Sanctioned_Proxy_Alpha,Gold_Bullion,262.27,1839.7,1830.58,480103.07,Open_Account,TRUE,0.0049573299994565,FALSE,FALSE,1
TRX_014732,2023-01-02 00:00:00,VND_0122,Singapore,Gold_Bullion,568.92,1839.7,1803.72,1026174.91,Open_Account,FALSE,0.0195575365548731,FALSE,FALSE,0
TRX_013813,2023-01-02 00:00:00,VND_0203,Canada,Gold_Bullion,73.34,1839.7,1867.06,136924.82,Wire,FALSE,0.0148719899983693,FALSE,FALSE,0
TRX_001458,2023-01-02 00:00:00,VND_0084,Japan,Gold_Bullion,317.23,1839.7,1806.15,572963.43,Letter_of_Credit,FALSE,0.0182366690221232,FALSE,FALSE,0
TRX_008464,2023-01-02 00:00:00,VND_0244,Japan,Aluminum_Ingot,1313.06,2325.25,2340.32,3072993.53,Open_Account,FALSE,0.00648102354585536,FALSE,FALSE,0
TRX_012274,2023-01-02 00:00:00,VND_0284,Sanctioned_Proxy_Alpha,Copper_Cathode,588.82,3.77,3.7,2177.63,Open_Account,TRUE,0.0185676392572944,FALSE,TRUE,2
TRX_010415,2023-01-02 00:00:00,VND_0009,Sanctioned_Proxy_Beta,Aluminum_Ingot,273.23,2325.25,2330.4,636736.05,Wire,TRUE,0.00221481561122464,FALSE,FALSE,1
TRX_012529,2023-01-02 00:00:00,VND_0012,United States,Silver_Ingot,201.88,24.06,24.39,4923.42,Wire,FALSE,0.0137157107231921,FALSE,TRUE,1
TRX_006461,2023-01-02 00:00:00,VND_0053,Sanctioned_Proxy_Beta,Silver_Ingot,656.48,24.06,24.09,15815,Open_Account,TRUE,0.0012468827930175,FALSE,FALSE,1
TRX_001347,2023-01-02 00:00:00,VND_0103,Australia,Gold_Bullion,486.21,1839.7,1866.85,907682.64,Wire,FALSE,0.0147578409523291,FALSE,FALSE,0
TRX_008105,2023-01-02 00:00:00,VND_0266,Switzerland,Silver_Ingot,659.86,24.06,23.68,15624.41,Letter_of_Credit,FALSE,0.0157938487115544,FALSE,FALSE,0
TRX_011693,2023-01-02 00:00:00,VND_0273,Australia,Gold_Bullion,699.37,1839.7,1833.72,1282444.93,Letter_of_Credit,FALSE,0.00325052997771377,FALSE,FALSE,0
TRX_009418,2023-01-02 00:00:00,VND_0090,Japan,Copper_Cathode,730.89,3.77,3.82,2792.86,Letter_of_Credit,FALSE,0.013262599469496,FALSE,TRUE,1
TRX_004231,2023-01-02 00:00:00,VND_0131,Australia,Gold_Bullion,1231.56,1839.7,1849.91,2278276.51,Wire,FALSE,0.00554981790509324,FALSE,FALSE,0
TRX_006163,2023-01-02 00:00:00,VND_0162,United States,Silver_Ingot,687.46,24.06,24.33,16727.13,Open_Account,FALSE,0.0112219451371571,FALSE,FALSE,0
TRX_013263,2023-01-02 00:00:00,VND_0230,United States,Aluminum_Ingot,779.52,2325.25,2368.82,1846532.36,Letter_of_Credit,FALSE,0.0187377701322439,FALSE,FALSE,0
TRX_012711,2023-01-02 00:00:00,VND_0149,United Arab Emirates,Silver_Ingot,1304.74,24.06,23.95,31245,Wire,FALSE,0.00457190357439732,FALSE,FALSE,0
TRX_012600,2023-01-02 00:00:00,VND_0021,Sanctioned_Proxy_Alpha,Aluminum_Ingot,226.95,2325.25,2358.39,535229.61,Wire,TRUE,0.0142522309429093,FALSE,FALSE,1
TRX_009618,2023-01-02 00:00:00,VND_0120,Canada,Gold_Bullion,518.71,1839.7,1804.1,935800.03,Letter_of_Credit,FALSE,0.0193509811382291,FALSE,FALSE,0
TRX_000328,2023-01-02 00:00:00,VND_0001,United States,Silver_Ingot,77.09,24.06,23.85,1838.52,Letter_of_Credit,FALSE,0.00872817955112208,FALSE,TRUE,1
TRX_009205,2023-01-02 00:00:00,VND_0144,Australia,Gold_Bullion,146.05,1839.7,1811.04,264507.51,Letter_of_Credit,FALSE,0.0155786269500463,FALSE,FALSE,0
TRX_008158,2023-01-02 00:00:00,VND_0104,Sanctioned_Proxy_Beta,Gold_Bullion,51.94,1839.7,2909.24313293888,151106.088324845,Open_Account,TRUE,0.581368230112997,TRUE,FALSE,2
TRX_000999,2023-01-02 00:00:00,VND_0073,Germany,Gold_Bullion,1237.37,1839.7,1857.79,2298766.58,Letter_of_Credit,FALSE,0.00983312496602702,FALSE,FALSE,0
TRX_008131,2023-01-02 00:00:00,VND_0224,United Arab Emirates,Aluminum_Ingot,367.75,2325.25,2318.74,852716.18,Letter_of_Credit,FALSE,0.00279969895710148,FALSE,FALSE,0
TRX_011361,2023-01-02 00:00:00,VND_0205,United Arab Emirates,Silver_Ingot,899.39,24.06,24.07,21646.53,Letter_of_Credit,FALSE,0.000415627597672551,FALSE,FALSE,0
TRX_008291,2023-01-02 00:00:00,VND_0138,United States,Copper_Cathode,2506.46,3.77,3.76,9414.13,Open_Account,FALSE,0.00265251989389927,FALSE,TRUE,1
TRX_006232,2023-01-02 00:00:00,VND_0015,Japan,Copper_Cathode,152.66,3.77,3.74,570.58,Open_Account,FALSE,0.00795755968169756,FALSE,TRUE,1
TRX_014629,2023-01-02 00:00:00,VND_0047,Singapore,Copper_Cathode,577.43,3.77,5.49680570733924,3174.02051958889,Wire,FALSE,0.458038649161602,TRUE,TRUE,2
TRX_004965,2023-01-02 00:00:00,VND_0014,Japan,Gold_Bullion,518.51,1839.7,1814.68,940923.71,Letter_of_Credit,FALSE,0.0136000434853509,FALSE,FALSE,0
TRX_013789,2023-01-02 00:00:00,VND_0082,United Arab Emirates,Aluminum_Ingot,467.31,2325.25,2354.04,1100057.13,Letter_of_Credit,FALSE,0.0123814643586711,FALSE,FALSE,0
TRX_003100,2023-01-02 00:00:00,VND_0099,Germany,Copper_Cathode,843.47,3.77,3.75,3161.84,Open_Account,FALSE,0.00530503978779841,FALSE,TRUE,1
TRX_011457,2023-01-02 00:00:00,VND_0056,United States,Copper_Cathode,47.32,3.77,3.76,178,Wire,FALSE,0.00265251989389927,FALSE,TRUE,1
TRX_012033,2023-01-02 00:00:00,VND_0202,Japan,Silver_Ingot,534.33,24.06,23.93,12787.39,Letter_of_Credit,FALSE,0.00540315876974227,FALSE,TRUE,1
TRX_004150,2023-01-02 00:00:00,VND_0128,United States,Aluminum_Ingot,801.61,2325.25,2365.98,1896594.43,Open_Account,FALSE,0.0175163960864423,FALSE,FALSE,0
TRX_000258,2023-01-02 00:00:00,VND_0074,Sanctioned_Proxy_Alpha,Copper_Cathode,1096.93,3.77,3.75,4115.91,Wire,TRUE,0.00530503978779841,FALSE,TRUE,2
TRX_013229,2023-01-02 00:00:00,VND_0021,Sanctioned_Proxy_Alpha,Copper_Cathode,454.88,3.77,3.71,1688.32,Wire,TRUE,0.0159151193633952,FALSE,TRUE,2
TRX_012211,2023-01-02 00:00:00,VND_0209,Australia,Gold_Bullion,94.5,1839.7,1835.92,173498.04,Letter_of_Credit,FALSE,0.00205468282872206,FALSE,FALSE,0
TRX_014133,2023-01-02 00:00:00,VND_0253,Japan,Copper_Cathode,2029.28,3.77,3.71,7519.56,Letter_of_Credit,FALSE,0.0159151193633952,FALSE,TRUE,1
TRX_009645,2023-01-02 00:00:00,VND_0171,Germany,Copper_Cathode,231.11,3.77,3.75,865.83,Wire,FALSE,0.00530503978779841,FALSE,TRUE,1
TRX_012986,2023-01-02 00:00:00,VND_0122,Singapore,Silver_Ingot,318.4,24.06,23.72,7550.93,Open_Account,FALSE,0.0141313383208645,FALSE,TRUE,1
TRX_011920,2023-01-02 00:00:00,VND_0181,Japan,Silver_Ingot,778.1,24.06,24.15,18792,Wire,FALSE,0.00374064837905236,FALSE,FALSE,0
TRX_004110,2023-01-02 00:00:00,VND_0124,Switzerland,Aluminum_Ingot,393.85,2325.25,2335.37,919791.29,Letter_of_Credit,FALSE,0.00435222019137722,FALSE,FALSE,0
TRX_001861,2023-01-02 00:00:00,VND_0297,Sanctioned_Proxy_Beta,Gold_Bullion,193.69,1839.7,1803.84,349379.73,Letter_of_Credit,TRUE,0.0194923085285645,FALSE,FALSE,1
TRX_002759,2023-01-02 00:00:00,VND_0070,Australia,Aluminum_Ingot,300.44,2325.25,2336.65,702019.66,Wire,FALSE,0.00490269863455546,FALSE,FALSE,0
TRX_003379,2023-01-02 00:00:00,VND_0073,Germany,Copper_Cathode,1142.26,3.77,3.71,4242.22,Open_Account,FALSE,0.0159151193633952,FALSE,TRUE,1
TRX_013540,2023-01-03 00:00:00,VND_0094,Switzerland,Gold_Bullion,223.18,1839.7,1816.6,405424.42,Open_Account,FALSE,0.0125563950644128,FALSE,FALSE,0
TRX_006106,2023-01-03 00:00:00,VND_0217,Japan,Copper_Cathode,473.85,3.77,3.73,1767.97,Wire,FALSE,0.0106100795755968,FALSE,TRUE,1
TRX_008627,2023-01-03 00:00:00,VND_0273,Australia,Gold_Bullion,1519.84,1839.7,1861.32,2828906.06,Open_Account,FALSE,0.0117519160732728,FALSE,FALSE,0
TRX_012250,2023-01-03 00:00:00,VND_0218,Switzerland,Silver_Ingot,921.29,24.06,24.24,22335.43,Letter_of_Credit,FALSE,0.00748129675810473,FALSE,FALSE,0
TRX_001955,2023-01-03 00:00:00,VND_0266,Switzerland,Silver_Ingot,1012.12,24.06,24.09,24380.14,Letter_of_Credit,FALSE,0.0012468827930175,FALSE,FALSE,0
TRX_004430,2023-01-03 00:00:00,VND_0015,Japan,Copper_Cathode,102.52,3.77,3.7,379.13,Open_Account,FALSE,0.0185676392572944,FALSE,TRUE,1
TRX_011856,2023-01-03 00:00:00,VND_0135,Singapore,Aluminum_Ingot,968.73,2325.25,2343.37,2270092.87,Open_Account,FALSE,0.00779271046124068,FALSE,FALSE,0
TRX_004741,2023-01-03 00:00:00,VND_0273,Australia,Gold_Bullion,943.55,1839.7,1843.73,1739656.37,Wire,FALSE,0.00219057455019839,FALSE,FALSE,0
TRX_006139,2023-01-03 00:00:00,VND_0253,Japan,Gold_Bullion,582.15,1839.7,1825.85,1062928.35,Letter_of_Credit,FALSE,0.00752840136978863,FALSE,FALSE,0
TRX_013522,2023-01-03 00:00:00,VND_0045,Sanctioned_Proxy_Alpha,Copper_Cathode,356.44,3.77,3.84,1366.96,Open_Account,TRUE,0.0185676392572944,FALSE,TRUE,2
TRX_004872,2023-01-03 00:00:00,VND_0234,Japan,Aluminum_Ingot,312.59,2325.25,2312.16,722757.11,Wire,FALSE,0.00562950220406414,FALSE,FALSE,0
TRX_003757,2023-01-03 00:00:00,VND_0267,Australia,Gold_Bullion,1497.82,1839.7,1841.61,2758413.59,Wire,FALSE,0.00103821275207906,FALSE,FALSE,0
TRX_012044,2023-01-03 00:00:00,VND_0043,United States,Silver_Ingot,1029.85,24.06,23.95,24664.45,Wire,FALSE,0.00457190357439732,FALSE,FALSE,0
TRX_013257,2023-01-03 00:00:00,VND_0118,Singapore,Silver_Ingot,537.46,24.06,24.53,13182.62,Open_Account,FALSE,0.0195344970906069,FALSE,TRUE,1
TRX_013565,2023-01-03 00:00:00,VND_0000,Canada,Aluminum_Ingot,346.49,2325.25,2289.24,793190.23,Letter_of_Credit,FALSE,0.015486506827223,FALSE,FALSE,0
TRX_002021,2023-01-03 00:00:00,VND_0142,Sanctioned_Proxy_Alpha,Aluminum_Ingot,140.43,2325.25,2309.49,324315.91,Wire,TRUE,0.0067777658316311,FALSE,FALSE,1
TRX_011503,2023-01-03 00:00:00,VND_0169,Sanctioned_Proxy_Alpha,Copper_Cathode,341.87,3.77,3.76,1286.47,Wire,TRUE,0.00265251989389927,FALSE,TRUE,2
TRX_013660,2023-01-03 00:00:00,VND_0104,Sanctioned_Proxy_Beta,Gold_Bullion,1174.05,1839.7,1862.86,2187103.33,Wire,TRUE,0.0125890090775669,FALSE,FALSE,1
TRX_003175,2023-01-03 00:00:00,VND_0229,Canada,Gold_Bullion,1968.45,1839.7,1843.95,3629719.43,Open_Account,FALSE,0.00231015926509757,FALSE,FALSE,0
TRX_009919,2023-01-03 00:00:00,VND_0231,Singapore,Copper_Cathode,1704.17,3.77,3.79,6453.14,Letter_of_Credit,FALSE,0.00530503978779841,FALSE,TRUE,1
TRX_005293,2023-01-03 00:00:00,VND_0164,Sanctioned_Proxy_Beta,Copper_Cathode,467.68,3.77,3.83,1789.48,Open_Account,TRUE,0.0159151193633952,FALSE,TRUE,2
TRX_005705,2023-01-03 00:00:00,VND_0247,Sanctioned_Proxy_Alpha,Copper_Cathode,356.31,3.77,3.74,1334.32,Letter_of_Credit,TRUE,0.00795755968169756,FALSE,TRUE,2
TRX_007608,2023-01-03 00:00:00,VND_0056,United States,Aluminum_Ingot,403.25,2325.25,2302.44,928454.31,Wire,FALSE,0.00980969788194815,FALSE,FALSE,0
TRX_000682,2023-01-03 00:00:00,VND_0240,Singapore,Aluminum_Ingot,2071.34,2325.25,2363,4894585.32,Wire,FALSE,0.0162348134609182,FALSE,FALSE,0
TRX_013103,2023-01-03 00:00:00,VND_0005,Germany,Gold_Bullion,192.49,1839.7,1872.3,360405.28,Letter_of_Credit,FALSE,0.0177202804805131,FALSE,FALSE,0
TRX_010658,2023-01-03 00:00:00,VND_0151,Sanctioned_Proxy_Alpha,Silver_Ingot,346.66,24.06,23.91,8289.64,Letter_of_Credit,TRUE,0.00623441396508722,FALSE,TRUE,2
TRX_008491,2023-01-03 00:00:00,VND_0147,Japan,Gold_Bullion,1855.7,1839.7,1822.16,3381377.41,Open_Account,FALSE,0.00953416317877913,FALSE,FALSE,0
TRX_004857,2023-01-03 00:00:00,VND_0156,Switzerland,Gold_Bullion,283.01,1839.7,1828.64,517523.44,Wire,FALSE,0.00601184975811271,FALSE,FALSE,0
TRX_013979,2023-01-03 00:00:00,VND_0264,Singapore,Silver_Ingot,398.53,24.06,23.87,9511.59,Wire,FALSE,0.00789692435577713,FALSE,TRUE,1
TRX_008985,2023-01-03 00:00:00,VND_0237,Sanctioned_Proxy_Alpha,Gold_Bullion,1518.69,1839.7,1826.75,2774255.99,Open_Account,TRUE,0.0070391911724738,FALSE,FALSE,1
TRX_009115,2023-01-03 00:00:00,VND_0240,Singapore,Gold_Bullion,275.2,1839.7,1845.33,507826.54,Letter_of_Credit,FALSE,0.00306028156764684,FALSE,FALSE,0
TRX_011247,2023-01-03 00:00:00,VND_0063,Australia,Gold_Bullion,4308.28,1839.7,1803.15,7768480.1,Open_Account,FALSE,0.0198673696798391,FALSE,FALSE,0
TRX_012631,2023-01-03 00:00:00,VND_0194,Sanctioned_Proxy_Beta,Copper_Cathode,629.17,3.77,3.71,2335.7,Wire,TRUE,0.0159151193633952,FALSE,TRUE,2
TRX_008128,2023-01-03 00:00:00,VND_0074,Sanctioned_Proxy_Alpha,Gold_Bullion,343.7,1839.7,1841.96,633073.6,Open_Account,TRUE,0.001228461162146,FALSE,FALSE,1
TRX_006193,2023-01-03 00:00:00,VND_0246,Switzerland,Gold_Bullion,1212.05,1839.7,1846.04,2237499.25,Open_Account,FALSE,0.00344621405663963,FALSE,FALSE,0
TRX_011034,2023-01-03 00:00:00,VND_0217,Japan,Gold_Bullion,714.61,1839.7,1828.16,1306418.54,Wire,FALSE,0.00627276186334727,FALSE,FALSE,0
TRX_003974,2023-01-03 00:00:00,VND_0138,United States,Silver_Ingot,1870.54,24.06,24.01,44918.91,Open_Account,FALSE,0.00207813798836231,FALSE,FALSE,0
TRX_013406,2023-01-03 00:00:00,VND_0049,Sanctioned_Proxy_Alpha,Copper_Cathode,50000,3.77,3.75,187500,Wire,TRUE,0.00530503978779841,FALSE,FALSE,1
TRX_004111,2023-01-03 00:00:00,VND_0153,United States,Aluminum_Ingot,115.16,2325.25,2362.59,272082.16,Letter_of_Credit,FALSE,0.0160584883345877,FALSE,FALSE,0
TRX_002422,2023-01-04 00:00:00,VND_0068,United Arab Emirates,Aluminum_Ingot,214.14,2270,2274.38,487026.82,Open_Account,FALSE,0.00192951541850225,FALSE,FALSE,0
TRX_004586,2023-01-04 00:00:00,VND_0174,Germany,Gold_Bullion,346.58,1852.8,1865.05,646395.05,Wire,FALSE,0.00661161485319516,FALSE,FALSE,0
TRX_005626,2023-01-04 00:00:00,VND_0282,Sanctioned_Proxy_Beta,Silver_Ingot,291.99,23.79,24.08,7032.03,Open_Account,TRUE,0.0121899957965531,FALSE,TRUE,2
TRX_004831,2023-01-04 00:00:00,VND_0184,United Arab Emirates,Gold_Bullion,338.79,1852.8,1868.67,633085.6,Letter_of_Credit,FALSE,0.00856541450777209,FALSE,FALSE,0
TRX_011170,2023-01-04 00:00:00,VND_0275,United States,Copper_Cathode,221.19,3.74,3.73,825.63,Letter_of_Credit,FALSE,0.00267379679144391,FALSE,TRUE,1
TRX_012607,2023-01-04 00:00:00,VND_0164,Sanctioned_Proxy_Beta,Aluminum_Ingot,1464.18,2270,2233.59,3270376.4,Letter_of_Credit,TRUE,0.0160396475770925,FALSE,FALSE,1
TRX_002315,2023-01-04 00:00:00,VND_0053,Sanctioned_Proxy_Beta,Copper_Cathode,1109.61,3.74,3.78,4193.24,Wire,TRUE,0.0106951871657753,FALSE,TRUE,2
TRX_014164,2023-01-04 00:00:00,VND_0034,United Arab Emirates,Gold_Bullion,113.25,1852.8,1854.96,210078.46,Letter_of_Credit,FALSE,0.00116580310880833,FALSE,FALSE,0
TRX_011349,2023-01-04 00:00:00,VND_0280,United States,Silver_Ingot,411.92,23.79,23.66,9747.93,Wire,FALSE,0.0054644808743169,FALSE,TRUE,1
TRX_004373,2023-01-04 00:00:00,VND_0274,Japan,Gold_Bullion,1273.91,1852.8,1889.2,2406667.34,Letter_of_Credit,FALSE,0.0196459412780657,FALSE,FALSE,0
TRX_006705,2023-01-04 00:00:00,VND_0089,Canada,Aluminum_Ingot,1291.26,2270,2281.23,2945657.33,Open_Account,FALSE,0.00494713656387666,FALSE,FALSE,0
TRX_001110,2023-01-04 00:00:00,VND_0265,Australia,Gold_Bullion,154.86,1852.8,1855.19,287288.86,Letter_of_Credit,FALSE,0.00128993955094997,FALSE,FALSE,0
TRX_012219,2023-01-04 00:00:00,VND_0279,United Arab Emirates,Silver_Ingot,1187.34,23.79,23.61,28034.17,Letter_of_Credit,FALSE,0.00756620428751575,FALSE,FALSE,0
TRX_002224,2023-01-04 00:00:00,VND_0162,United States,Copper_Cathode,415.53,3.74,3.75,1558.74,Open_Account,FALSE,0.00267379679144379,FALSE,TRUE,1
TRX_000554,2023-01-04 00:00:00,VND_0223,Singapore,Gold_Bullion,383.38,1852.8,1852.61,710246.29,Open_Account,FALSE,0.00010254749568224,FALSE,FALSE,0
TRX_012618,2023-01-04 00:00:00,VND_0132,United Arab Emirates,Silver_Ingot,906.63,23.79,23.37,21184.15,Open_Account,FALSE,0.01765447667087,FALSE,FALSE,0
TRX_002978,2023-01-04 00:00:00,VND_0209,Australia,Gold_Bullion,386.98,1852.8,1858.58,719231.58,Letter_of_Credit,FALSE,0.00311960276338513,FALSE,FALSE,0
