Transaction_ID,Date,Vendor_ID,Vendor_Country,Commodity,Volume_MT,Market_Spot_Price,Unit_Price_USD,Total_Value_USD,Payment_Method,Is_Fraud_Ground_Truth,Fraud_Type
TRX_006106,03-01-2023,VND_0217,Japan,Copper_Cathode,473.85,3.77,3.73,1767.97,Wire,0,None
TRX_008627,03-01-2023,VND_0273,Australia,Gold_Bullion,1519.84,1839.7,1861.32,2828906.06,Open_Account,0,None
TRX_012250,03-01-2023,VND_0218,Switzerland,Silver_Ingot,921.29,24.06,24.24,22335.43,Letter_of_Credit,0,None
TRX_001955,03-01-2023,VND_0266,Switzerland,Silver_Ingot,1012.12,24.06,24.09,24380.14,Letter_of_Credit,0,None
TRX_004430,03-01-2023,VND_0015,Japan,Copper_Cathode,102.52,3.77,3.7,379.13,Open_Account,0,None
TRX_011856,03-01-2023,VND_0135,Singapore,Aluminum_Ingot,968.73,2325.25,2343.37,2270092.87,Open_Account,0,None
TRX_004741,03-01-2023,VND_0273,Australia,Gold_Bullion,943.55,1839.7,1843.73,1739656.37,Wire,0,None
TRX_006139,03-01-2023,VND_0253,Japan,Gold_Bullion,582.15,1839.7,1825.85,1062928.35,Letter_of_Credit,0,None
TRX_013522,03-01-2023,VND_0045,Sanctioned_Proxy_Alpha,Copper_Cathode,356.44,3.77,3.84,1366.96,Open_Account,0,None
TRX_004872,03-01-2023,VND_0234,Japan,Aluminum_Ingot,312.59,2325.25,2312.16,722757.11,Wire,0,None
TRX_003757,03-01-2023,VND_0267,Australia,Gold_Bullion,1497.82,1839.7,1841.61,2758413.59,Wire,0,None
TRX_012044,03-01-2023,VND_0043,United States,Silver_Ingot,1029.85,24.06,23.95,24664.45,Wire,0,None
TRX_013257,03-01-2023,VND_0118,Singapore,Silver_Ingot,537.46,24.06,24.53,13182.62,Open_Account,0,None
TRX_013565,03-01-2023,VND_0000,Canada,Aluminum_Ingot,346.49,2325.25,2289.24,793190.23,Letter_of_Credit,0,None
TRX_002021,03-01-2023,VND_0142,Sanctioned_Proxy_Alpha,Aluminum_Ingot,140.43,2325.25,2309.49,324315.91,Wire,0,None
TRX_011503,03-01-2023,VND_0169,Sanctioned_Proxy_Alpha,Copper_Cathode,341.87,3.77,3.76,1286.47,Wire,0,None
TRX_013660,03-01-2023,VND_0104,Sanctioned_Proxy_Beta,Gold_Bullion,1174.05,1839.7,1862.86,2187103.33,Wire,0,None
TRX_003175,03-01-2023,VND_0229,Canada,Gold_Bullion,1968.45,1839.7,1843.95,3629719.43,Open_Account,0,None
TRX_009919,03-01-2023,VND_0231,Singapore,Copper_Cathode,1704.17,3.77,3.79,6453.14,Letter_of_Credit,0,None
TRX_005293,03-01-2023,VND_0164,Sanctioned_Proxy_Beta,Copper_Cathode,467.68,3.77,3.83,1789.48,Open_Account,0,None
TRX_005705,03-01-2023,VND_0247,Sanctioned_Proxy_Alpha,Copper_Cathode,356.31,3.77,3.74,1334.32,Letter_of_Credit,0,None
TRX_007608,03-01-2023,VND_0056,United States,Aluminum_Ingot,403.25,2325.25,2302.44,928454.31,Wire,0,None
TRX_000682,03-01-2023,VND_0240,Singapore,Aluminum_Ingot,2071.34,2325.25,2363,4894585.32,Wire,0,None
TRX_013103,03-01-2023,VND_0005,Germany,Gold_Bullion,192.49,1839.7,1872.3,360405.28,Letter_of_Credit,0,None
TRX_010658,03-01-2023,VND_0151,Sanctioned_Proxy_Alpha,Silver_Ingot,346.66,24.06,23.91,8289.64,Letter_of_Credit,0,None
TRX_008491,03-01-2023,VND_0147,Japan,Gold_Bullion,1855.7,1839.7,1822.16,3381377.41,Open_Account,0,None
TRX_004857,03-01-2023,VND_0156,Switzerland,Gold_Bullion,283.01,1839.7,1828.64,517523.44,Wire,0,None
TRX_013979,03-01-2023,VND_0264,Singapore,Silver_Ingot,398.53,24.06,23.87,9511.59,Wire,0,None
TRX_008985,03-01-2023,VND_0237,Sanctioned_Proxy_Alpha,Gold_Bullion,1518.69,1839.7,1826.75,2774255.99,Open_Account,0,None
TRX_009115,03-01-2023,VND_0240,Singapore,Gold_Bullion,275.2,1839.7,1845.33,507826.54,Letter_of_Credit,0,None
TRX_011247,03-01-2023,VND_0063,Australia,Gold_Bullion,4308.28,1839.7,1803.15,7768480.1,Open_Account,0,None
TRX_012631,03-01-2023,VND_0194,Sanctioned_Proxy_Beta,Copper_Cathode,629.17,3.77,3.71,2335.7,Wire,0,None
TRX_008128,03-01-2023,VND_0074,Sanctioned_Proxy_Alpha,Gold_Bullion,343.7,1839.7,1841.96,633073.6,Open_Account,0,None
TRX_006193,03-01-2023,VND_0246,Switzerland,Gold_Bullion,1212.05,1839.7,1846.04,2237499.25,Open_Account,0,None
TRX_011034,03-01-2023,VND_0217,Japan,Gold_Bullion,714.61,1839.7,1828.16,1306418.54,Wire,0,None
TRX_003974,03-01-2023,VND_0138,United States,Silver_Ingot,1870.54,24.06,24.01,44918.91,Open_Account,0,None
TRX_013406,03-01-2023,VND_0049,Sanctioned_Proxy_Alpha,Copper_Cathode,50000,3.77,3.75,187500,Wire,1,Ghost_Shipment
TRX_004111,03-01-2023,VND_0153,United States,Aluminum_Ingot,115.16,2325.25,2362.59,272082.16,Letter_of_Credit,0,None
TRX_002422,04-01-2023,VND_0068,United Arab Emirates,Aluminum_Ingot,214.14,2270,2274.38,487026.82,Open_Account,0,None
TRX_004586,04-01-2023,VND_0174,Germany,Gold_Bullion,346.58,1852.8,1865.05,646395.05,Wire,0,None
TRX_005626,04-01-2023,VND_0282,Sanctioned_Proxy_Beta,Silver_Ingot,291.99,23.79,24.08,7032.03,Open_Account,0,None
TRX_004831,04-01-2023,VND_0184,United Arab Emirates,Gold_Bullion,338.79,1852.8,1868.67,633085.6,Letter_of_Credit,0,None
TRX_011170,04-01-2023,VND_0275,United States,Copper_Cathode,221.19,3.74,3.73,825.63,Letter_of_Credit,0,None
TRX_012607,04-01-2023,VND_0164,Sanctioned_Proxy_Beta,Aluminum_Ingot,1464.18,2270,2233.59,3270376.4,Letter_of_Credit,0,None
TRX_002315,04-01-2023,VND_0053,Sanctioned_Proxy_Beta,Copper_Cathode,1109.61,3.74,3.78,4193.24,Wire,0,None
TRX_014164,04-01-2023,VND_0034,United Arab Emirates,Gold_Bullion,113.25,1852.8,1854.96,210078.46,Letter_of_Credit,0,None
TRX_011349,04-01-2023,VND_0280,United States,Silver_Ingot,411.92,23.79,23.66,9747.93,Wire,0,None
TRX_004373,04-01-2023,VND_0274,Japan,Gold_Bullion,1273.91,1852.8,1889.2,2406667.34,Letter_of_Credit,0,None
TRX_006705,04-01-2023,VND_0089,Canada,Aluminum_Ingot,1291.26,2270,2281.23,2945657.33,Open_Account,0,None
TRX_001110,04-01-2023,VND_0265,Australia,Gold_Bullion,154.86,1852.8,1855.19,287288.86,Letter_of_Credit,0,None
TRX_012219,04-01-2023,VND_0279,United Arab Emirates,Silver_Ingot,1187.34,23.79,23.61,28034.17,Letter_of_Credit,0,None
TRX_002224,04-01-2023,VND_0162,United States,Copper_Cathode,415.53,3.74,3.75,1558.74,Open_Account,0,None
TRX_000554,04-01-2023,VND_0223,Singapore,Gold_Bullion,383.38,1852.8,1852.61,710246.29,Open_Account,0,None
TRX_012618,04-01-2023,VND_0132,United Arab Emirates,Silver_Ingot,906.63,23.79,23.37,21184.15,Open_Account,0,None
TRX_002978,04-01-2023,VND_0209,Australia,Gold_Bullion,386.98,1852.8,1858.58,719231.58,Letter_of_Credit,0,None
TRX_008952,04-01-2023,VND_0107,Singapore,Copper_Cathode,262.38,3.74,3.71,972.21,Open_Account,0,None
TRX_004564,04-01-2023,VND_0114,United States,Aluminum_Ingot,315.76,2270,2314.22,730744.66,Open_Account,0,None
TRX_002817,04-01-2023,VND_0217,Japan,Copper_Cathode,6316.98,3.74,3.68,23257.47,Letter_of_Credit,0,None
TRX_012015,04-01-2023,VND_0122,Singapore,Copper_Cathode,2091.64,3.74,3.74,7832.3,Letter_of_Credit,0,None
TRX_013676,04-01-2023,VND_0077,Switzerland,Silver_Ingot,845.82,23.79,23.83,20152.06,Open_Account,0,None
TRX_009188,04-01-2023,VND_0029,Singapore,Silver_Ingot,271.7,23.79,23.53,6392.28,Open_Account,0,None
TRX_007019,04-01-2023,VND_0073,Germany,Gold_Bullion,185.36,1852.8,1887.7,349899.44,Letter_of_Credit,0,None
TRX_008194,04-01-2023,VND_0083,United States,Aluminum_Ingot,699.06,2270,2312.64,1616661.58,Open_Account,0,None
TRX_012450,04-01-2023,VND_0149,United Arab Emirates,Gold_Bullion,466.56,1852.8,1843.48,860086.03,Letter_of_Credit,0,None
TRX_008387,04-01-2023,VND_0166,Canada,Aluminum_Ingot,116.28,2270,2240.16,260492.56,Open_Account,0,None
TRX_000137,04-01-2023,VND_0193,United States,Silver_Ingot,922.37,23.79,24.21,22333.7,Letter_of_Credit,0,None
TRX_013293,04-01-2023,VND_0082,United Arab Emirates,Copper_Cathode,1509.77,3.74,3.78,5711.62,Open_Account,0,None
TRX_004238,04-01-2023,VND_0115,Canada,Gold_Bullion,124.03,1852.8,1842.63,228537.79,Open_Account,0,None
TRX_009926,04-01-2023,VND_0154,Sanctioned_Proxy_Beta,Aluminum_Ingot,119.94,2270,2250.17,269891.59,Letter_of_Credit,0,None
TRX_001102,04-01-2023,VND_0286,Germany,Silver_Ingot,418.48,23.79,23.71,9921.52,Open_Account,0,None
TRX_011791,04-01-2023,VND_0127,Sanctioned_Proxy_Alpha,Gold_Bullion,50000,1852.8,1838.16,91908000,Wire,1,Ghost_Shipment
TRX_005940,04-01-2023,VND_0294,Japan,Copper_Cathode,1322.63,3.74,3.75,4964.5,Open_Account,0,None
TRX_003921,04-01-2023,VND_0293,Canada,Copper_Cathode,4289.59,3.74,3.7,15877.51,Letter_of_Credit,0,None
TRX_004493,04-01-2023,VND_0288,Sanctioned_Proxy_Alpha,Gold_Bullion,306.87,1852.8,1820.53,558672.02,Open_Account,0,None
TRX_002170,04-01-2023,VND_0009,Sanctioned_Proxy_Beta,Aluminum_Ingot,801.77,2270,2270.17,1820158.99,Open_Account,0,None
TRX_003162,04-01-2023,VND_0175,Australia,Gold_Bullion,466.19,1852.8,1829.04,852681.98,Letter_of_Credit,0,None
TRX_008977,04-01-2023,VND_0279,United Arab Emirates,Silver_Ingot,506.14,23.79,24.16,12226.35,Wire,0,None
TRX_011475,04-01-2023,VND_0040,United Arab Emirates,Gold_Bullion,202.23,1852.8,1829.24,369934.52,Wire,0,None
TRX_012355,04-01-2023,VND_0228,United States,Copper_Cathode,206.12,3.74,3.7,762.02,Letter_of_Credit,0,None
TRX_011212,05-01-2023,VND_0095,Singapore,Gold_Bullion,270.42,1834.8,1834.81,496171.79,Letter_of_Credit,0,None
TRX_008033,05-01-2023,VND_0093,Japan,Aluminum_Ingot,207.17,2262.75,2231.08,462205.11,Open_Account,0,None
TRX_005559,05-01-2023,VND_0161,Japan,Silver_Ingot,197.74,23.26,23.26,4598.94,Letter_of_Credit,0,None
TRX_004585,05-01-2023,VND_0051,Sanctioned_Proxy_Beta,Gold_Bullion,1780.82,1834.8,1802.59,3210072.8,Letter_of_Credit,0,None
TRX_005519,05-01-2023,VND_0091,Sanctioned_Proxy_Beta,Silver_Ingot,289,23.26,23.35,6746.76,Wire,0,None
TRX_001377,05-01-2023,VND_0172,Switzerland,Silver_Ingot,155.45,23.26,22.8,3544.3,Open_Account,0,None
TRX_014320,05-01-2023,VND_0057,Japan,Copper_Cathode,282.87,3.82,3.88,1097.04,Open_Account,0,None
TRX_010350,05-01-2023,VND_0001,United States,Silver_Ingot,1482.49,23.26,22.96,34037.26,Letter_of_Credit,0,None
TRX_000379,05-01-2023,VND_0005,Germany,Silver_Ingot,2080.82,23.26,23.63,49167.9,Open_Account,0,None
TRX_014368,05-01-2023,VND_0167,Switzerland,Gold_Bullion,1832.59,1834.8,1843.07,3377599.08,Wire,0,None
TRX_012365,05-01-2023,VND_0105,Singapore,Copper_Cathode,1573.6,3.82,3.84,6037.76,Letter_of_Credit,0,None
TRX_002443,05-01-2023,VND_0036,Canada,Gold_Bullion,858.45,1834.8,1815.19,1558243.59,Wire,0,None
TRX_004334,05-01-2023,VND_0008,Canada,Gold_Bullion,559.91,1834.8,1834.79,1027317.66,Wire,0,None
TRX_011261,05-01-2023,VND_0089,Canada,Gold_Bullion,1197.97,1834.8,1837.87,2201704.54,Letter_of_Credit,0,None
TRX_011235,05-01-2023,VND_0002,Australia,Gold_Bullion,507.41,1834.8,1810.45,918641.39,Wire,0,None
TRX_012107,05-01-2023,VND_0105,Singapore,Silver_Ingot,202.76,23.26,22.96,4655.94,Wire,0,None
TRX_010388,05-01-2023,VND_0182,Australia,Gold_Bullion,197.39,1834.8,1871.33,369386.55,Wire,0,None
TRX_013365,05-01-2023,VND_0238,Switzerland,Gold_Bullion,53.68,1834.8,1837.11,98613.3,Open_Account,0,None
TRX_002642,05-01-2023,VND_0171,Germany,Copper_Cathode,3200.78,3.82,3.75,12008.72,Open_Account,0,None
TRX_000393,05-01-2023,VND_0047,Singapore,Copper_Cathode,201.31,3.82,3.83,770.62,Open_Account,0,None
TRX_012961,05-01-2023,VND_0209,Australia,Gold_Bullion,363.31,1834.8,1819.35,660990.31,Wire,0,None
TRX_003857,05-01-2023,VND_0232,United Arab Emirates,Aluminum_Ingot,439.41,2262.75,2226.79,978461.99,Letter_of_Credit,0,None
TRX_005024,05-01-2023,VND_0135,Singapore,Gold_Bullion,1788.2,1834.8,1868.39,3341052.8,Letter_of_Credit,0,None
TRX_002472,05-01-2023,VND_0006,Canada,Silver_Ingot,671.49,23.26,23.69,15910.45,Letter_of_Credit,0,None
TRX_010616,05-01-2023,VND_0279,United Arab Emirates,Gold_Bullion,216.74,1834.8,1805.74,391370.78,Open_Account,0,None
TRX_006756,05-01-2023,VND_0272,Japan,Silver_Ingot,1197.15,23.26,22.91,27428.94,Wire,0,None
TRX_011504,05-01-2023,VND_0020,Japan,Aluminum_Ingot,983.73,2262.75,2237.19,2200786.15,Letter_of_Credit,0,None
TRX_010825,05-01-2023,VND_0116,Germany,Copper_Cathode,1023.82,3.82,3.79,3882.64,Wire,0,None
TRX_007899,05-01-2023,VND_0135,Singapore,Gold_Bullion,117.49,1834.8,1821.99,214070.6,Open_Account,0,None
TRX_009013,05-01-2023,VND_0197,Sanctioned_Proxy_Beta,Copper_Cathode,546.07,3.82,3.88,2117.06,Wire,0,None
TRX_009901,05-01-2023,VND_0199,United States,Copper_Cathode,500.2,3.82,3.77,1888.21,Wire,0,None
TRX_014866,05-01-2023,VND_0164,Sanctioned_Proxy_Beta,Silver_Ingot,353.81,23.26,23.64,8365.08,Letter_of_Credit,0,None
TRX_009815,05-01-2023,VND_0106,Sanctioned_Proxy_Beta,Aluminum_Ingot,196.15,2262.75,2271.26,445516.14,Wire,0,None
TRX_012361,05-01-2023,VND_0159,United Arab Emirates,Silver_Ingot,245.7,23.26,23.14,5684.88,Open_Account,0,None
TRX_004698,05-01-2023,VND_0284,Sanctioned_Proxy_Alpha,Copper_Cathode,904.25,3.82,3.8,3433.38,Open_Account,0,None
TRX_014787,05-01-2023,VND_0048,Canada,Silver_Ingot,135.34,23.26,23.65,3200.88,Letter_of_Credit,0,None
TRX_007245,05-01-2023,VND_0243,Switzerland,Silver_Ingot,1215.83,23.26,23.65,28752.96,Open_Account,0,None
TRX_000942,05-01-2023,VND_0051,Sanctioned_Proxy_Beta,Copper_Cathode,796.46,3.82,3.79,3016.35,Wire,0,None
TRX_011823,05-01-2023,VND_0212,Sanctioned_Proxy_Alpha,Aluminum_Ingot,144.05,2262.75,2285.83,329273.88,Open_Account,0,None
